dreg	ab	as	riskav	horizon	age	age2	nwhite	female	college	married	children	empl	selfempl	retired	advisor	wkfinance	health_exc	nfininst	future_bett	w95	w98	w01	w04	w07	w10	w13	w16	effcohort	spret	vix	inco	inco2	wthfin	wthfin2	wthreal	wthreal2	debt	debt2	home	peso
1	0	.8552632	2	3	.47	.2209	1	0	0	1	1	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	.1438802	1.112984	17.5425	.0861777	.0074266	.0732505	.0053656	.1142211	.0130465	.0295588	.0008737	1	17988.46
1	.5620376	.249004	1	4	.7	.49	0	0	1	1	0	1	0	0	1	1	1	6	0	0	1	0	0	0	0	0	0	.1377941	1.112984	17.5425	.4957323	.2457505	2.082935	4.33862	2.699211	7.285741	.4605844	.212138	1	899.6846
1	0	.8872378	1	3	.57	.3249	0	0	0	1	0	0	1	0	0	1	0	5	0	0	1	0	0	0	0	0	0	.1407946	1.112984	17.5425	.1612681	.0260074	.7626733	.5816705	1.408365	1.983491	.8350182	.6972554	1	122.0357
1	0	.4589247	2	3	.7	.49	0	0	1	1	0	0	1	0	0	0	0	7	0	0	1	0	0	0	0	0	0	.1377941	1.112984	17.5425	.0979975	.0096035	.3214021	.1032993	1.602325	2.567444	.0044899	.0000202	1	11453.12
1	.2761761	.4041957	2	4	.53	.2809	0	1	1	0	1	1	0	0	1	0	1	16	0	0	1	0	0	0	0	0	0	.1416592	1.112984	17.5425	.0784414	.0061531	.5754925	.3311916	.9174922	.8417919	.1823216	.0332412	1	5614.563
1	.1308008	.3522722	2	3	.67	.4489	0	0	0	1	0	0	0	1	0	0	1	7	0	0	1	0	0	0	0	0	0	.138616	1.112984	17.5425	0	0	.3962669	.1570275	.596342	.3556238	0	0	1	1129.716
1	0	.3632236	2	2	.71	.5041	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	.1375255	1.112984	17.5425	.0178517	.0003187	.0844331	.0071289	.2225833	.0495433	0	0	1	25079.15
2	0	0	2	2	.37	.1369	1	0	1	1	1	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	.152975	1.112984	17.5425	.0334348	.0011179	.0982151	.0096462	.1425406	.0203178	.0382587	.0014637	1	48232.07
1	0	.0551289	2	1	.25	.0625	0	0	0	1	0	1	0	0	0	0	1	7	0	0	1	0	0	0	0	0	0	.1707532	1.112984	17.5425	.0511683	.0026182	.1537129	.0236276	.1541414	.0237596	0	0	0	26922.41
1	0	.3531949	3	2	.44	.1936	0	0	0	1	1	1	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	.1457772	1.112984	17.5425	.0497421	.0024743	.3154674	.0995197	.4934147	.2434581	0	0	1	24366.47
1	.0573743	.8978897	1	4	.43	.1849	0	0	1	1	1	0	1	0	1	1	1	13	0	0	1	0	0	0	0	0	0	.1465526	1.112984	17.5425	.291176	.0847834	1.05801	1.119385	2.787733	7.771454	.145208	.0210853	1	86.06881
1	.1825893	.1617237	3	3	.67	.4489	0	0	1	1	1	0	0	1	1	0	1	4	1	0	1	0	0	0	0	0	0	.138616	1.112984	17.5425	.0392207	.0015383	.279917	.0783535	.4573108	.2091331	.0246926	.0006097	1	50990.66
1	.1778049	.5313209	2	4	.32	.1024	0	0	1	1	1	1	0	0	0	1	1	12	0	0	1	0	0	0	0	0	0	.1600814	1.112984	17.5425	.4209447	.1771944	.7636988	.5832359	1.125168	1.266002	.6540248	.4277484	1	4952.34
1	0	.3890355	2	1	.8	.64	0	1	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	.1356854	1.112984	17.5425	.0180364	.0003253	.0898188	.0080674	.159544	.0254543	0	0	1	43583.81
2	0	0	1	3	.49	.2401	1	0	0	1	1	1	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	.1429899	1.112984	17.5425	.0861777	.0074266	.0696193	.0048469	.1630537	.0265865	.0246926	.0006097	1	44900.75
1	.0053066	.894261	2	4	.49	.2401	0	0	1	1	0	1	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	.1429899	1.112984	17.5425	.076961	.005923	.0969089	.0093913	.1404225	.0197185	.0305292	.000932	1	28526.31
1	.0736784	.8918769	1	3	.46	.2116	0	0	1	1	1	0	1	0	1	0	1	4	0	0	1	0	0	0	0	0	0	.1444498	1.112984	17.5425	.1939207	.0376052	.4336638	.1880642	.5483524	.3006903	.1088544	.0118493	1	15052.17
1	.0982318	.7583497	1	4	.51	.2601	0	0	1	1	1	0	1	0	0	0	1	3	0	0	1	0	0	0	0	0	0	.1423036	1.112984	17.5425	.4054651	.1644019	1.265538	1.601587	2.608598	6.804783	.4542553	.2063479	1	136.4708
1	.2225695	.4976465	2	4	.62	.3844	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	.139621	1.112984	17.5425	.3175806	.1008574	.7447296	.5546222	1.714135	2.938259	.5647455	.3189375	1	692.6138
1	0	.2378341	1	2	.45	.2025	0	0	1	1	1	1	0	0	0	0	0	12	1	0	1	0	0	0	0	0	0	.1450838	1.112984	17.5425	.1823216	.0332412	1.290733	1.665991	1.310074	1.716294	.0852598	.0072692	1	9738.129
2	.8769858	0	1	2	.46	.2116	0	1	1	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	.1444498	1.112984	17.5425	.0316924	.0010044	.0553439	.0030629	.1150272	.0132313	0	0	1	36312.86
1	0	.436547	2	4	.61	.3721	0	0	1	1	0	0	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	.1398894	1.112984	17.5425	.0077697	.0000604	1.630299	2.657874	2.131654	4.54395	.3364722	.1132136	1	1762.968
1	.2776138	.6872457	1	3	.6	.36	0	0	1	1	0	0	0	1	1	0	1	3	0	0	1	0	0	0	0	0	0	.14015	1.112984	17.5425	.1927668	.037159	2.720818	7.402848	3.023461	9.141317	0	0	1	194.7506
1	.0528701	.9273883	2	3	.61	.3721	0	0	1	1	0	0	1	0	0	1	0	20	0	0	1	0	0	0	0	0	0	.1398894	1.112984	17.5425	1.794589	3.220549	3.12878	9.789262	4.135828	17.10508	2.67521	7.15675	1	154.1653
1	.0397458	.9053212	1	4	.48	.2304	0	1	1	0	1	1	0	0	1	1	0	8	0	0	1	0	0	0	0	0	0	.1433973	1.112984	17.5425	.1823216	.0332412	1.50122	2.253661	1.602848	2.569122	.2623643	.068835	1	6183.491
1	.0865325	.6573729	1	4	.52	.2704	0	0	1	1	1	0	0	0	1	0	1	10	1	0	1	0	0	0	0	0	0	.141965	1.112984	17.5425	.0217615	.0004736	3.690447	13.6194	3.698848	13.68148	0	0	1	127.8707
2	0	0	1	2	.5	.25	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	.1426338	1.112984	17.5425	.04095	.0016769	.0601539	.0036185	.0788111	.0062112	0	0	1	33660.86
1	.6179775	.1685393	1	3	.71	.5041	0	0	0	1	0	1	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	.1375255	1.112984	17.5425	.0237165	.0005625	.1638181	.0268364	.163818	.0268363	0	0	0	26306.29
1	.1702128	.1744681	2	2	.73	.5329	0	0	0	0	0	0	0	1	0	0	0	7	0	0	1	0	0	0	0	0	0	.1370289	1.112984	17.5425	.0168571	.0002842	.1110941	.0123419	.2037567	.0415168	.0535408	.0028666	1	33098.03
1	0	.9748238	1	1	.61	.3721	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	.1398894	1.112984	17.5425	.0565694	.0032001	.0764424	.0058434	.1366614	.0186763	.079735	.0063577	1	34962.01
1	.0334034	.0476806	3	2	.47	.2209	0	0	1	1	1	1	0	0	1	0	0	3	1	0	1	0	0	0	0	0	0	.1438802	1.112984	17.5425	.0620354	.0038484	.3157009	.099667	.4831788	.2334617	0	0	1	28635.63
1	.4637618	.2336195	1	3	.53	.2809	0	0	1	1	1	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	.1416592	1.112984	17.5425	.1411523	.019924	1.044015	1.089968	2.350575	5.525202	.1739533	.0302598	1	3614.267
1	0	.0800956	2	1	.39	.1521	0	0	0	1	1	0	1	0	1	0	1	5	1	0	1	0	0	0	0	0	0	.1505443	1.112984	17.5425	.0603422	.0036412	.064776	.0041959	.1543677	.0238294	0	0	0	37875.98
1	0	.1899765	3	2	.38	.1444	0	0	0	1	1	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	.1517386	1.112984	17.5425	.0885602	.0078429	.2863962	.0820228	.4421954	.1955367	.0010994	1.21e-06	1	32601.85
1	.2777466	.3857591	2	2	.71	.5041	0	0	1	0	0	0	1	0	1	1	1	16	0	0	1	0	0	0	0	0	0	.1375255	1.112984	17.5425	.2623643	.068835	2.01233	4.049472	2.078282	4.319254	.6418539	.4119764	1	1298.911
1	.1186674	.4533095	2	1	.39	.1521	0	0	0	1	0	1	0	0	1	1	1	6	1	0	1	0	0	0	0	0	0	.1505443	1.112984	17.5425	.0723207	.0052303	.0937763	.008794	.1469654	.0215988	.0198026	.0003921	1	36416.49
1	0	.147541	3	3	.52	.2704	0	0	0	1	1	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	.141965	1.112984	17.5425	.0392207	.0015383	.0592119	.003506	.1186715	.0140829	.0198026	.0003921	1	39505.2
1	.7739938	.1811146	3	1	.78	.6083999	0	0	0	1	1	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	.136043	1.112984	17.5425	.0487902	.0023805	1.584325	2.510086	1.584325	2.510086	0	0	0	13998.51
1	0	.9593987	2	4	.55	.3025	0	0	1	1	0	0	1	0	1	0	0	3	0	0	1	0	0	0	0	0	0	.1411675	1.112984	17.5425	.0096533	.0000932	2.588328	6.699441	2.96308	8.779842	0	0	1	1986.318
1	.3703704	.0987654	2	4	.41	.1681	1	0	0	1	1	1	0	0	0	0	0	7	1	0	1	0	0	0	0	0	0	.1484504	1.112984	17.5425	.0629748	.0039658	.0778865	.0060663	.2029408	.041185	.1362776	.0185716	1	34151.89
1	.4705882	.2163188	2	2	.7	.49	0	0	1	1	0	1	0	0	1	0	1	4	0	0	1	0	0	0	0	0	0	.1377941	1.112984	17.5425	.0516812	.0026709	.2338856	.0547025	.3041702	.0925195	0	0	1	29537.11
1	.1459144	.6468872	2	3	.7	.49	0	0	1	1	0	0	1	0	0	0	1	6	0	0	1	0	0	0	0	0	0	.1377941	1.112984	17.5425	.0795706	.0063315	.1697765	.0288241	.3278926	.1075135	0	0	1	32306.26
1	0	.6580493	2	1	.51	.2601	0	0	0	1	1	1	0	0	0	1	0	4	0	0	1	0	0	0	0	0	0	.1423036	1.112984	17.5425	.0295588	.0008737	.0816721	.0066703	.1398488	.0195577	0	0	1	35015.97
1	.8097686	.0257069	2	3	.42	.1764	0	0	1	1	1	1	0	0	0	0	1	7	0	0	1	0	0	0	0	0	0	.1474635	1.112984	17.5425	.0685928	.004705	.0749219	.0056133	.1308527	.0171224	.0934903	.0087404	1	28867.17
1	0	.731639	2	2	.61	.3721	0	0	1	1	0	0	0	1	1	0	0	4	0	0	1	0	0	0	0	0	0	.1398894	1.112984	17.5425	.1876407	.035209	1.565699	2.451414	1.649431	2.720623	.1922719	.0369685	1	17162.31
1	.3324016	.6585625	1	3	.63	.3969	0	0	1	1	0	0	1	0	0	1	0	4	0	0	1	0	0	0	0	0	0	.1393902	1.112984	17.5425	1.4377	2.066982	1.958547	3.835907	3.875297	15.01793	0	0	1	89.80421
2	0	0	3	1	.49	.2401	0	0	0	1	0	1	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	.1429899	1.112984	17.5425	.0607187	.0036868	.0700036	.0049005	.0838925	.0070379	0	0	0	28693.9
1	0	.9706052	1	3	.52	.2704	0	0	0	0	1	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	.141965	1.112984	17.5425	.0428679	.0018377	.0831916	.0069208	.1211108	.0146678	.0610951	.0037326	1	27279.71
1	.008311	.9459079	2	4	.43	.1849	0	0	1	1	0	1	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	.1465526	1.112984	17.5425	.0751075	.0056411	.5364349	.2877624	.5993306	.3591972	.1354046	.0183344	1	12838.13
1	0	.5762082	2	2	.47	.2209	0	0	0	1	1	0	1	0	0	0	1	8	0	0	1	0	0	0	0	0	0	.1438802	1.112984	17.5425	.1115414	.0124415	.4304829	.1853155	1.508069	2.274273	.10436	.010891	1	4324.656
1	.2083375	.6172777	2	3	.35	.1225	0	0	1	1	1	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	.1556229	1.112984	17.5425	.1518366	.0230543	.1815713	.0329681	1.083817	1.174659	.1340063	.0179577	1	9558.09
1	.3787339	.1868041	3	2	.74	.5476	0	0	0	1	0	0	0	1	0	0	0	6	0	0	1	0	0	0	0	0	0	.1368085	1.112984	17.5425	.0285875	.0008172	.0678773	.0046073	.1312335	.0172222	0	0	1	36147.48
1	.1557035	.8093196	2	3	.74	.5476	0	0	1	1	0	0	0	1	1	0	0	10	0	0	1	0	0	0	0	0	0	.1368085	1.112984	17.5425	.0334348	.0011179	1.019786	1.039963	1.136742	1.292183	.0069756	.0000487	1	5605.561
1	.3123321	.6518001	1	3	.58	.3364	0	0	1	0	0	0	1	0	0	0	1	6	0	0	1	0	0	0	0	0	0	.1405916	1.112984	17.5425	.7866375	.6187986	2.133456	4.551635	2.686486	7.217207	.2538667	.0644483	1	77.15139
1	0	.2857143	3	2	.41	.1681	1	0	0	1	1	0	1	0	0	0	1	10	0	0	1	0	0	0	0	0	0	.1484504	1.112984	17.5425	.076961	.005923	.0934903	.0087404	1.688434	2.850809	1.234599	1.524235	1	2256.225
1	.855415	.1346021	2	4	.69	.4761	0	0	1	1	0	0	0	1	1	0	0	14	0	0	1	0	0	0	0	0	0	.1380816	1.112984	17.5425	5.017379	25.1741	5.172762	26.75747	6.156711	37.90509	0	0	1	35.20737
1	0	.5860262	2	1	.44	.1936	0	0	1	1	1	1	0	0	0	0	1	5	0	0	1	0	0	0	0	0	0	.1457772	1.112984	17.5425	.2526247	.0638192	.6502397	.4228117	1.248755	1.559388	.5187938	.269147	1	11653.53
1	.1408451	.3129891	2	2	.54	.2916	0	0	1	1	1	0	1	0	1	0	1	8	0	0	1	0	0	0	0	0	0	.1413932	1.112984	17.5425	.2650529	.0702531	.4940863	.2441213	1.294179	1.674899	0	0	1	109.5019
1	.0401445	.9072661	2	4	.63	.3969	0	0	1	1	0	0	1	0	1	1	1	7	0	0	1	0	0	0	0	0	0	.1393902	1.112984	17.5425	.123986	.0153725	1.250188	1.562971	2.178211	4.744605	.5294511	.2803184	1	1040.41
1	.04999	.639872	1	2	.42	.1764	0	0	1	1	1	0	1	0	0	1	1	15	0	0	1	0	0	0	0	0	0	.1474635	1.112984	17.5425	.9555115	.9130021	1.098746	1.207242	2.652566	7.036105	.5933269	.3520368	1	67.12019
1	.0754126	.4877889	2	4	.45	.2025	0	0	1	1	1	0	1	0	1	0	0	4	0	0	1	0	0	0	0	0	0	.1450838	1.112984	17.5425	.2560366	.0655547	.7690113	.5913784	1.207464	1.457968	.2252549	.0507398	1	6148.841
1	0	.614323	2	4	.39	.1521	0	0	1	1	1	0	1	0	0	0	1	4	0	0	1	0	0	0	0	0	0	.1505443	1.112984	17.5425	.6216512	.3864502	.2317782	.0537211	1.6517	2.728115	.1088544	.0118493	1	2022.092
2	0	0	2	1	.7	.49	0	0	0	1	0	0	0	1	1	0	0	2	1	0	1	0	0	0	0	0	0	.1377941	1.112984	17.5425	.0178399	.0003183	.07139	.0050965	.1432341	.020516	0	0	1	35491.05
1	.2143385	.2542498	1	1	.51	.2601	0	0	1	1	1	0	1	0	1	0	0	4	0	0	1	0	0	0	0	0	0	.1423036	1.112984	17.5425	.2736846	.0749032	.2033489	.0413508	.730202	.5331949	.0953102	.009084	1	12548.9
1	0	.9582216	2	3	.51	.2601	0	0	1	1	1	0	1	0	1	0	1	6	0	0	1	0	0	0	0	0	0	.1423036	1.112984	17.5425	.1604167	.0257335	.2318258	.0537432	.3205605	.102759	.1595646	.0254609	1	4568.277
1	.0793903	.7462686	1	3	.51	.2601	0	0	1	1	1	0	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	.1423036	1.112984	17.5425	.103098	.0106292	.2737606	.0749449	.3470587	.1204497	.0487902	.0023805	1	2182.748
1	.5374414	.4091124	2	3	.69	.4761	0	0	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	.1380816	1.112984	17.5425	.0998453	.0099691	.8654816	.7490583	1.269971	1.612826	0	0	1	12931.24
1	.1557443	.4190938	2	2	.38	.1444	0	0	1	1	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	.1517386	1.112984	17.5425	.0487902	.0023805	.1525494	.0232713	.1874748	.0351468	.1472124	.0216715	1	50990.66
1	.3767917	.45318	1	1	.35	.1225	0	0	1	1	1	0	1	0	0	1	1	7	0	0	1	0	0	0	0	0	0	.1556229	1.112984	17.5425	1.977547	3.910693	.3825649	.1463559	3.119587	9.731826	.5791943	.3354661	1	80.33192
1	0	.3471859	2	3	.42	.1764	0	0	0	1	1	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	.1474635	1.112984	17.5425	.0998453	.0099691	.0913259	.0083404	.1357765	.0184353	.0771462	.0059515	1	30372.96
2	0	0	2	1	.56	.3136	0	0	1	1	0	1	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	.1409793	1.112984	17.5425	.0176434	.0003113	.092488	.008554	1.134912	1.288025	.8046886	.6475237	1	9811.56
1	0	.4566474	2	3	.43	.1849	0	0	1	1	1	1	0	0	1	0	1	2	0	0	1	0	0	0	0	0	0	.1465526	1.112984	17.5425	.064851	.0042056	.0987588	.0097533	.1140426	.0130057	.0934903	.0087404	1	27989.27
1	.1004308	.8115567	2	4	.74	.5476	0	0	0	1	0	0	1	0	0	0	1	12	0	0	1	0	0	0	0	0	0	.1368085	1.112984	17.5425	1.26644	1.603871	2.401232	5.765913	2.660173	7.076519	1.252191	1.567983	1	80.33192
1	.2887354	.0652466	2	1	.72	.5184	0	1	1	0	0	0	0	1	1	0	1	3	0	0	1	0	0	0	0	0	0	.1372694	1.112984	17.5425	.0859942	.007395	.4194337	.1759247	.6392714	.4086679	0	0	1	15467.52
2	0	0	1	2	.72	.5184	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	.1372694	1.112984	17.5425	.0246926	.0006097	.0856822	.0073414	.0856821	.0073414	0	0	0	14682.9
1	.5179874	.4306176	2	4	.64	.4096	0	0	1	0	0	0	1	0	0	0	0	7	0	0	1	0	0	0	0	0	0	.139171	1.112984	17.5425	.3840372	.1474845	4.385423	19.23194	5.877161	34.54102	0	0	1	6.490374
1	.2843036	.3854633	1	4	.45	.2025	0	0	1	1	1	1	0	0	1	0	1	6	0	0	1	0	0	0	0	0	0	.1450838	1.112984	17.5425	.3155404	.0995657	1.008615	1.017304	1.16215	1.350593	.2851789	.081327	1	11413.01
2	0	0	3	1	.68	.4624	0	0	1	0	0	1	0	0	0	0	1	6	0	0	1	0	0	0	0	0	0	.1383683	1.112984	17.5425	.2597454	.0674677	.0981788	.0096391	1.787845	3.19639	2.130871	4.540611	1	194.7506
1	0	.7437353	2	2	.59	.3481	0	0	0	1	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	.1403724	1.112984	17.5425	.0953102	.009084	.1918593	.03681	.3041703	.0925195	.0401818	.0016146	1	28439.96
1	0	.6877971	3	3	.55	.3025	0	0	1	1	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	.1411675	1.112984	17.5425	.0449734	.0020226	.0611892	.0037441	.1655991	.0274231	0	0	1	39765.51
1	.0024483	.989738	2	3	.74	.5476	0	0	1	0	0	0	1	0	0	1	0	4	1	0	1	0	0	0	0	0	0	.1368085	1.112984	17.5425	.0753486	.0056774	1.071481	1.148071	1.512244	2.286881	.1697428	.0288126	1	7406.095
1	0	.6270331	1	3	.41	.1681	0	0	1	1	1	1	0	0	1	0	1	8	1	0	1	0	0	0	0	0	0	.1484504	1.112984	17.5425	.2437302	.0594044	.1640727	.0269199	.2020423	.0408211	.4150193	.172241	1	15382.36
1	0	.9298353	2	2	.69	.4761	0	0	0	1	1	0	1	0	1	0	0	4	1	0	1	0	0	0	0	0	0	.1380816	1.112984	17.5425	.2558818	.0654755	2.871847	8.247503	4.223951	17.84176	1.618358	2.619083	1	173.2671
1	0	.9906	2	2	.76	.5776	0	0	1	1	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	.1364065	1.112984	17.5425	.107598	.0115773	1.552529	2.410346	1.707109	2.91422	.0544882	.002969	1	13660.28
2	0	0	1	1	.59	.3481	0	1	0	1	0	0	1	0	0	1	1	3	0	0	1	0	0	0	0	0	0	.1403724	1.112984	17.5425	.0487902	.0023805	.6931472	.480453	1.022451	1.045405	.1988509	.0395417	1	59.30032
2	.0102176	0	2	3	.42	.1764	0	0	0	1	1	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	.1474635	1.112984	17.5425	.0325833	.0010617	.0919445	.0084538	.1991819	.0396734	0	0	0	23593.87
1	0	.9916231	1	1	.4	.16	0	0	1	0	0	1	0	0	0	1	0	6	1	0	1	0	0	0	0	0	0	.1494693	1.112984	17.5425	.1361031	.018524	.571236	.3263106	.8601239	.7398131	.0535408	.0028666	1	10554.84
1	.0894752	.8147185	1	1	.69	.4761	0	0	0	1	0	0	0	1	1	0	0	7	0	0	1	0	0	0	0	0	0	.1380816	1.112984	17.5425	.0594003	.0035284	1.170648	1.370417	1.274267	1.623757	0	0	1	11413.01
1	0	.9982488	2	1	.71	.5041	0	0	0	1	0	0	0	1	1	0	0	5	0	0	1	0	0	0	0	0	0	.1375255	1.112984	17.5425	.016385	.0002685	3.475216	12.07713	4.056229	16.453	0	0	1	1046.583
1	.0044692	.6371494	1	3	.5	.25	0	0	1	1	1	1	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	.1426338	1.112984	17.5425	.0826854	.0068369	.2289809	.0524322	.502179	.2521838	.2949059	.0869695	1	16147.86
1	0	.9688013	1	2	.48	.2304	0	0	1	1	1	0	1	0	1	1	0	12	0	0	1	0	0	0	0	0	0	.1433973	1.112984	17.5425	.2011433	.0404586	.363587	.1321955	.3895929	.1517826	.1062501	.0112891	1	11163.89
1	.1401542	.5788367	1	1	.47	.2209	0	0	1	1	1	1	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	.1438802	1.112984	17.5425	.2078269	.043192	.1333939	.0177939	.1558919	.0243023	.0806579	.0065057	1	3195.601
1	0	.4761905	2	4	.34	.1156	0	1	1	0	0	1	0	0	1	0	1	3	0	0	1	0	0	0	0	0	0	.1570204	1.112984	17.5425	.076961	.005923	.0806579	.0065057	.0806578	.0065057	0	0	0	33669.59
1	.3986569	.1359723	1	4	.54	.2916	0	0	1	1	1	0	1	0	0	1	0	7	0	0	1	0	0	0	0	0	0	.1413932	1.112984	17.5425	.0629748	.0039658	.3975095	.1580138	2.045356	4.183482	.2462349	.0606316	1	1686.9
1	.0633312	.6127295	2	3	.52	.2704	0	0	0	1	0	1	0	0	1	0	0	6	0	0	1	0	0	0	0	0	0	.141965	1.112984	17.5425	.10436	.010891	.0759883	.0057742	.1388484	.0192789	.1310283	.0171684	1	27801.74
2	0	0	3	1	.63	.3969	0	0	0	1	0	1	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	.1393902	1.112984	17.5425	.0422929	.0017887	.0691529	.0047821	.0691528	.0047821	0	0	0	24386.64
1	.1506257	.7732118	1	3	.58	.3364	0	0	1	1	1	0	1	0	1	0	1	6	1	0	1	0	0	0	0	0	0	.1405916	1.112984	17.5425	.628438	.3949343	2.011297	4.045314	2.742323	7.520334	.5960855	.3553179	1	5884.169
1	.1182537	.7745467	2	3	.7	.49	0	0	1	1	0	0	0	1	0	0	0	9	0	0	1	0	0	0	0	0	0	.1377941	1.112984	17.5425	.5173642	.2676657	.8426787	.7101073	1.064566	1.1333	.2637479	.069563	1	828.8687
1	.6549737	.3065789	1	3	.64	.4096	0	0	1	1	0	0	0	1	1	0	1	4	0	0	1	0	0	0	0	0	0	.139171	1.112984	17.5425	.0440169	.0019375	2.151762	4.630081	2.216482	4.912793	0	0	1	819.187
1	0	.5211267	2	3	.52	.2704	0	0	1	1	0	1	0	0	1	0	0	6	1	0	1	0	0	0	0	0	0	.141965	1.112984	17.5425	.107598	.0115773	.3296634	.108678	.4137637	.1712004	.0178399	.0003183	1	44743.62
1	.0029354	.9931507	1	3	.6	.36	0	0	0	0	0	0	0	1	0	0	1	3	0	0	1	0	0	0	0	0	0	.14015	1.112984	17.5425	.0227395	.0005171	1.113172	1.239153	1.242135	1.542899	.0305292	.000932	1	16401.66
1	0	.987013	2	2	.62	.3844	0	0	0	1	0	0	0	1	1	0	0	8	0	0	1	0	0	0	0	0	0	.139621	1.112984	17.5425	.0836056	.0069899	.1760519	.0309943	.3115205	.097045	.2126891	.0452366	1	3345.301
1	.3295156	.3381534	2	2	.46	.2116	0	0	1	1	0	1	0	0	1	0	0	6	0	0	1	0	0	0	0	0	0	.1444498	1.112984	17.5425	.0953102	.009084	.0606397	.0036772	.0864675	.0074766	.115291	.013292	1	11690.63
1	.1411101	.7714017	1	3	.63	.3969	0	0	1	1	0	0	1	0	1	0	1	5	0	0	1	0	0	0	0	0	0	.1393902	1.112984	17.5425	.0725067	.0052572	.4262477	.1816871	.5378489	.2892815	.0945644	.0089424	1	17679.33
1	.2959	.3470315	2	2	.77	.5929	0	0	1	1	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	.1362264	1.112984	17.5425	1.389539	1.930819	3.766859	14.18922	4.074261	16.5996	0	0	1	93.49281
1	.547873	.4454825	2	3	.77	.5929	0	0	1	1	0	0	0	1	0	0	1	9	0	0	1	0	0	0	0	0	0	.1362264	1.112984	17.5425	.0237165	.0005625	2.407961	5.798277	2.623021	6.880239	.0916672	.0084029	1	73.25043
1	.02515	.6791233	1	4	.54	.2916	0	0	1	1	1	1	0	0	0	0	1	9	1	0	1	0	0	0	0	0	0	.1413932	1.112984	17.5425	.1246924	.0155482	1.179624	1.391512	1.227635	1.507088	.0861777	.0074266	1	17833.05
1	0	.4384896	3	3	.73	.5329	0	0	1	0	0	0	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	.1370289	1.112984	17.5425	.0411419	.0016927	.1798518	.0323467	.1798517	.0323466	0	0	0	3425.773
1	0	.853211	2	2	.42	.1764	0	0	0	1	0	1	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	.1474635	1.112984	17.5425	.0525924	.002766	.0530667	.0028161	.0530667	.0028161	0	0	0	30643.47
1	.8398139	.1131735	1	2	.62	.3844	0	0	1	1	1	0	1	0	0	0	1	2	1	0	1	0	0	0	0	0	0	.139621	1.112984	17.5425	.2231435	.049793	1.16761	1.363312	1.377329	1.897035	.2231435	.049793	1	54.02253
1	.1442877	.7119367	1	3	.39	.1521	0	0	1	1	1	0	1	0	1	1	1	15	0	0	1	0	0	0	0	0	0	.1505443	1.112984	17.5425	1.053475	1.109811	3.117761	9.720436	3.91593	15.33451	0	0	1	93.49281
1	0	.9142857	2	4	.46	.2116	0	0	0	1	1	0	1	0	0	0	0	10	0	0	1	0	0	0	0	0	0	.1444498	1.112984	17.5425	.0535408	.0028666	.0511683	.0026182	.4484747	.2011296	.1324115	.0175328	1	23921.29
1	0	.804829	1	2	.62	.3844	0	0	1	0	0	0	1	0	0	0	1	5	0	0	1	0	0	0	0	0	0	.139621	1.112984	17.5425	.1292723	.0167113	.4034631	.1627825	.6805682	.4631731	0	0	1	5446.045
