dreg	ab	as	riskav	horizon	age	age2	nwhite	female	college	married	children	empl	selfempl	retired	advisor	wkfinance	health_exc	nfininst	future_bett	w95	w98	w01	w04	w07	w10	w13	w16	effcohort	spret	vix	inco	inco2	wthfin	wthfin2	wthreal	wthreal2	debt	debt2	home	peso
1	0	.9951696	1	4	.63	.3969	0	0	0	1	0	0	1	0	0	0	1	7	0	0	0	0	0	1	0	0	0	.1237466	.2755468	13.53889	.1503148	.0225945	1.227844	1.5076	4.566316	20.85124	.1587117	.0251894	1	188.6713
1	.2542332	.6899273	2	4	.5	.25	0	0	1	1	1	1	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0	.1236335	.2755468	13.53889	.7400308	.5476455	2.829845	8.008025	4.401668	19.37468	0	0	1	112.246
1	0	.1137255	2	2	.69	.4761	0	0	0	1	1	1	0	0	0	0	1	5	0	0	0	0	0	1	0	0	0	.124359	.2755468	13.53889	.0378737	.0014344	.073715	.0054339	.1911986	.0365569	0	0	1	39590.39
1	.1796157	.3007519	2	4	.52	.2704	0	0	1	1	0	0	1	0	1	0	0	6	0	0	0	0	0	1	0	0	0	.123363	.2755468	13.53889	0	0	.7870928	.6195151	1.266666	1.604442	.2053868	.0421837	1	1991.682
1	0	.9305434	1	4	.44	.1936	0	0	1	1	1	1	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	.1244819	.2755468	13.53889	.1561487	.0243824	.1777361	.0315901	.4571145	.2089537	0	0	1	30732.56
1	.0823826	.6432741	1	3	.38	.1444	0	0	0	1	1	0	1	0	0	1	1	5	0	0	0	0	0	1	0	0	0	.1246099	.2755468	13.53889	.5877867	.3454932	1.562137	2.440271	2.086789	4.35469	.5007753	.2507759	1	2035.304
1	.0507066	.2495277	3	4	.73	.5329	0	0	0	1	0	0	0	1	1	0	0	3	1	0	0	0	0	1	0	0	0	.1244974	.2755468	13.53889	.0200457	.0004018	.2348033	.0551326	.3988162	.1590544	0	0	1	36194.96
1	0	.8560421	2	2	.71	.5041	0	0	1	1	0	0	1	0	1	1	0	2	1	0	0	0	0	1	0	0	0	.1244152	.2755468	13.53889	.2818652	.079448	4.037375	16.3004	4.721169	22.28943	0	0	1	113.7265
1	0	.7572541	1	4	.65	.4225	0	0	0	1	0	0	0	1	1	0	1	5	0	0	0	0	0	1	0	0	0	.1239874	.2755468	13.53889	.2512255	.0631143	.2488893	.0619459	.5041633	.2541807	0	0	1	43439.26
1	0	.9573171	2	3	.55	.3025	0	0	0	1	0	0	1	0	0	1	0	5	0	0	0	0	0	1	0	0	0	.1232284	.2755468	13.53889	.0299471	.0008968	.1518624	.0230622	.4101208	.1681991	0	0	1	37343.79
1	.0059037	.62399	1	4	.52	.2704	0	0	1	1	1	0	1	0	0	1	1	7	0	0	0	0	0	1	0	0	0	.123363	.2755468	13.53889	.1823216	.0332412	1.608938	2.588681	3.814906	14.55351	.3184537	.1014128	1	196.3909
1	.021978	.778022	2	1	.56	.3136	0	0	1	1	0	1	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	.1232248	.2755468	13.53889	.1133287	.0128434	.2049796	.0420166	.4327559	.1872776	.1449658	.0210151	1	31014.36
2	0	0	3	2	.56	.3136	0	0	0	1	1	1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	.1232248	.2755468	13.53889	.10436	.010891	.2427109	.0589086	.5036196	.2536327	.1133287	.0128434	1	32233.06
1	.0291407	.9325024	2	3	.69	.4761	0	0	1	1	0	0	0	1	0	0	0	9	0	0	0	0	0	1	0	0	0	.124359	.2755468	13.53889	.1570037	.0246502	1.273607	1.622075	2.066067	4.268634	.8020016	.6432065	1	6944.024
1	.608475	.3122049	3	3	.61	.3721	1	0	1	1	0	0	1	0	0	0	0	8	0	0	0	0	0	1	0	0	0	.123571	.2755468	13.53889	.0246926	.0006097	.1921069	.036905	1.300083	1.690215	.3364722	.1132136	1	1785.592
1	.2461346	.2461346	2	3	.54	.2916	0	0	1	1	1	0	1	0	0	0	0	5	0	0	0	0	0	1	0	0	0	.1232534	.2755468	13.53889	.1133287	.0128434	.5429927	.294841	2.1218	4.502036	1.155308	1.334736	1	1235.027
2	0	0	2	3	.63	.3969	0	0	1	1	0	1	0	0	0	1	1	2	1	0	0	0	0	1	0	0	0	.1237466	.2755468	13.53889	.0907544	.0082364	.0603874	.0036466	.1758405	.0309199	.0676586	.0045777	1	37259.56
1	.2896081	.6779343	2	2	.51	.2601	0	0	1	1	1	0	0	1	0	0	1	6	1	0	0	0	0	1	0	0	0	.1234894	.2755468	13.53889	2.921332	8.53418	3.874145	15.009	4.081352	16.65744	0	0	1	116.1629
1	.5353974	.4612066	2	4	.52	.2704	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	.123363	.2755468	13.53889	.0723207	.0052303	3.301333	10.8988	3.446132	11.87583	0	0	1	210.8464
1	0	.9025733	1	4	.36	.1296	0	0	1	1	1	1	0	0	1	0	0	10	0	0	0	0	0	1	0	0	0	.1240689	.2755468	13.53889	.1570037	.0246502	.1451561	.0210703	.1830045	.0334907	.2817143	.0793629	1	25617.75
1	.1625565	.6502261	3	4	.71	.5041	0	0	0	1	0	1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	.1244152	.2755468	13.53889	.0454513	.0020658	.1899243	.0360712	.4115517	.1693748	0	0	1	33127.89
1	0	.6458923	2	3	.5	.25	0	0	0	1	1	0	1	0	1	0	0	4	1	0	0	0	0	1	0	0	0	.1236335	.2755468	13.53889	.2143046	.0459265	.4918874	.2419532	2.158761	4.660248	.48858	.2387104	1	4693.264
1	.5002299	.4611282	2	4	.5	.25	0	0	1	1	1	0	1	0	0	0	1	4	0	0	0	0	0	1	0	0	0	.1236335	.2755468	13.53889	.2086389	.0435302	3.382657	11.44237	3.960472	15.68534	.9321641	.8689299	1	184.0195
2	0	0	2	2	.5	.25	0	1	1	0	0	0	1	0	0	1	0	3	0	0	0	0	0	1	0	0	0	.1236335	.2755468	13.53889	0	0	.1965531	.0386331	1.296479	1.680858	.3441569	.118444	1	8412.018
1	0	.0369159	2	4	.42	.1764	1	0	1	1	0	1	0	0	0	0	0	5	1	0	0	0	0	1	0	0	0	.1246864	.2755468	13.53889	.1397619	.0195334	.2397143	.0574629	.5399294	.2915238	.2271356	.0515906	1	27699.01
2	0	0	3	1	.65	.4225	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	.1239874	.2755468	13.53889	.0195085	.0003806	.0820407	.0067307	.1448792	.02099	0	0	1	32422.94
1	.2648514	.3553032	1	4	.36	.1296	0	0	0	1	1	0	1	0	1	0	0	15	1	0	0	0	0	1	0	0	0	.1240689	.2755468	13.53889	.1275133	.0162596	4.095557	16.77358	6.209476	38.55759	0	0	1	21.2296
1	.1174168	.7084149	1	3	.44	.1936	0	0	1	1	1	1	0	0	1	1	0	3	0	0	0	0	0	1	0	0	0	.1244819	.2755468	13.53889	.7884573	.6216649	1.809927	3.275835	2.162173	4.674991	.3506569	.1229602	1	9444.811
1	.0990283	.0247571	3	2	.79	.6241	0	0	1	1	0	0	0	1	0	0	0	3	1	0	0	0	0	1	0	0	0	.1245693	.2755468	13.53889	.4081282	.1665687	.5858626	.343235	5.401814	29.1796	0	0	1	184.0195
1	.2690976	.546777	3	2	.61	.3721	0	1	0	0	0	0	0	1	0	0	1	5	0	0	0	0	0	1	0	0	0	.123571	.2755468	13.53889	.0301412	.0009085	.7126557	.5078781	.8391501	.704173	0	0	1	11952.85
1	0	.202007	1	4	.65	.4225	0	0	1	1	0	1	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	.1239874	.2755468	13.53889	.123279	.0151977	.7870873	.6195065	2.009487	4.038037	.3576744	.127931	1	10994.54
1	0	.9940988	1	1	.32	.1024	1	0	0	1	1	1	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	.121535	.2755468	13.53889	.068406	.0046794	.0492643	.002427	.0601143	.0036137	.0894201	.007996	1	61669.59
1	.4903648	.3012817	1	4	.63	.3969	0	0	1	1	1	0	1	0	0	0	1	10	0	0	0	0	0	1	0	0	0	.1237466	.2755468	13.53889	0	0	3.849402	14.81789	3.960942	15.68906	.4911534	.2412317	1	116.5496
1	.6586544	.1890793	1	1	.6	.36	0	1	1	0	0	0	1	0	1	0	0	4	1	0	0	0	0	1	0	0	0	.1235005	.2755468	13.53889	.0680324	.0046284	.8804563	.7752032	1.790859	3.207175	.0764053	.0058378	0	1748.408
1	.1854427	.6490496	2	3	.71	.5041	0	0	1	1	0	0	0	1	0	0	1	5	0	0	0	0	0	1	0	0	0	.1244152	.2755468	13.53889	.0676586	.0045777	.7316465	.5353066	.9472076	.8972022	0	0	1	8115.64
1	.1450958	.5258271	1	2	.69	.4761	0	0	0	1	0	1	0	0	1	0	1	4	0	0	0	0	0	1	0	0	0	.124359	.2755468	13.53889	.0710175	.0050435	.1589676	.0252707	.2486552	.0618294	.0198026	.0003921	1	34274.38
1	.2914918	.5525253	1	2	.66	.4356	0	1	1	0	0	0	0	1	1	0	1	4	0	0	0	0	0	1	0	0	0	.1241088	.2755468	13.53889	.065975	.0043527	.7078387	.5010356	.8456963	.7152022	0	0	1	19840.78
1	.9215424	.0566279	2	3	.57	.3249	0	0	1	1	0	0	0	1	1	0	0	3	0	0	0	0	0	1	0	0	0	.1232589	.2755468	13.53889	0	0	2.855766	8.155399	2.96917	8.815971	.4054651	.1644019	1	200.9292
1	.226589	.4993623	2	2	.73	.5329	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	.1244974	.2755468	13.53889	.1570037	.0246502	2.746309	7.542212	2.906081	8.445307	.4054651	.1644019	1	1343.755
2	0	0	2	3	.46	.2116	0	1	1	0	1	1	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	.124214	.2755468	13.53889	.1079571	.0116547	.1670387	.0279019	.3248332	.1055166	.0468836	.0021981	1	32621.34
1	0	.6786016	2	3	.61	.3721	0	0	1	1	0	0	1	0	0	0	1	9	0	0	0	0	0	1	0	0	0	.123571	.2755468	13.53889	.1999977	.0399991	.30358	.0921608	1.087787	1.183281	.1930966	.0372863	1	2263.955
1	0	.6161137	1	3	.52	.2704	1	0	1	1	1	0	1	0	0	0	0	10	0	0	0	0	0	1	0	0	0	.123363	.2755468	13.53889	.2151114	.0462729	.1914465	.0366517	1.800224	3.240805	.5364934	.2878251	1	1398.727
1	.1802885	.0600962	2	3	.64	.4096	0	0	1	1	0	0	1	0	1	1	0	8	1	0	0	0	0	1	0	0	0	.1238591	.2755468	13.53889	0	0	.1889661	.0357082	1.09199	1.192443	.14842	.0220285	1	245.9631
1	.0174095	.1563951	2	2	.55	.3025	0	0	1	1	1	0	1	0	0	0	1	7	0	0	0	0	0	1	0	0	0	.1232284	.2755468	13.53889	.0044501	.0000198	1.001808	1.003619	1.607275	2.583334	.7104958	.5048043	1	1386.525
2	0	0	2	2	.55	.3025	0	0	1	1	1	0	1	0	1	0	0	10	0	0	0	0	0	1	0	0	0	.1232284	.2755468	13.53889	.1088544	.0118493	.7749115	.6004878	2.639514	6.967035	1.80237	3.248536	1	1070.556
1	0	.9957761	1	4	.76	.5776	0	0	1	1	1	0	0	1	1	0	1	5	0	0	0	0	0	1	0	0	0	.1246579	.2755468	13.53889	.4599533	.211557	2.721624	7.407239	3.047138	9.285049	.5007753	.2507759	1	1261.493
1	0	.6251442	3	2	.51	.2601	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	.1234894	.2755468	13.53889	.1016537	.0103335	.1599055	.0255698	.4070637	.1657009	.0676586	.0045777	1	28140.38
1	0	.4768786	2	2	.49	.2401	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	.1237656	.2755468	13.53889	.0567583	.0032215	.0669107	.004477	.0927614	.0086047	.1587117	.0251894	1	34551.92
1	0	.2535397	1	1	.52	.2704	0	0	0	1	1	1	0	0	1	0	0	10	0	0	0	0	0	1	0	0	0	.123363	.2755468	13.53889	.2231435	.049793	.343726	.1181476	.9594237	.9204939	.4054651	.1644019	1	429.4138
1	.7925495	.1955763	3	2	.61	.3721	0	0	0	1	0	0	0	1	1	0	1	3	0	0	0	0	0	1	0	0	0	.123571	.2755468	13.53889	.1397619	.0195334	3.112404	9.687057	3.237697	10.48268	0	0	1	181.4965
1	.3771173	.5487406	2	4	.73	.5329	0	0	1	1	0	0	1	0	1	0	1	13	0	0	0	0	0	1	0	0	0	.1244974	.2755468	13.53889	.4226499	.178633	2.854468	8.147988	2.972637	8.836574	0	0	1	293.6685
1	0	.09	2	4	.45	.2025	0	0	1	1	1	1	0	0	0	1	1	5	0	0	0	0	0	1	0	0	0	.1243524	.2755468	13.53889	.1465217	.0214686	.4054651	.1644019	.5607578	.3144493	.0934903	.0087404	1	21946.75
1	.0483024	.9486783	1	3	.62	.3844	0	0	1	1	0	0	1	0	1	1	1	6	0	0	0	0	0	1	0	0	0	.1236511	.2755468	13.53889	.7884573	.6216649	4.378167	19.16834	4.627751	21.41608	.6323351	.3998476	1	111.3054
1	.0626718	.1489299	1	2	.45	.2025	0	0	1	1	1	0	1	0	0	0	1	8	0	0	0	0	0	1	0	0	0	.1243524	.2755468	13.53889	0	0	1.549645	2.401401	2.41409	5.827832	.9745597	.9497665	1	1386.525
1	.4345837	.5352241	1	3	.31	.0961	0	0	1	1	0	1	0	0	0	1	1	3	0	0	0	0	0	1	0	0	0	.1204341	.2755468	13.53889	.5955343	.3546611	1.158766	1.342739	1.544579	2.385724	0	0	1	8032.185
1	0	.4715282	2	3	.65	.4225	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0	.1239874	.2755468	13.53889	.0825012	.0068065	.4767185	.2272606	.7230843	.5228509	0	0	1	30586.55
1	.1422742	.1422742	2	3	.55	.3025	0	0	1	1	0	0	1	0	1	0	0	3	1	0	0	0	0	1	0	0	0	.1232284	.2755468	13.53889	.3001046	.0900628	.7315021	.5350953	1.796448	3.227227	0	0	1	10376.41
1	0	.4089386	2	1	.45	.2025	0	0	0	1	1	1	0	0	1	0	0	5	0	0	0	0	0	1	0	0	0	.1243524	.2755468	13.53889	.073269	.0053684	.0730701	.0053392	.1973792	.0389586	.1390661	.0193394	1	35452.15
1	0	.190706	2	3	.47	.2209	1	0	0	1	1	1	0	0	1	1	0	5	0	0	0	0	0	1	0	0	0	.1240636	.2755468	13.53889	.0883771	.0078105	.0502748	.0025276	.218782	.0478656	.0834216	.0069592	1	37510.27
1	.1512207	.7777954	1	3	.64	.4096	0	0	1	1	0	0	1	0	1	0	0	5	1	0	0	0	0	1	0	0	0	.1238591	.2755468	13.53889	.3750059	.1406294	4.300994	18.49855	5.251134	27.57441	.6326538	.4002508	1	118.6214
2	0	0	2	3	.35	.1225	0	0	0	1	1	0	1	0	0	1	1	3	1	0	0	0	0	1	0	0	0	.1236454	.2755468	13.53889	.076961	.005923	.052099	.0027143	.3566109	.1271713	.2814125	.079193	1	26604.78
1	0	.9297795	1	3	.41	.1681	0	0	1	1	0	1	0	0	0	0	1	6	1	0	0	0	0	1	0	0	0	.1247634	.2755468	13.53889	.2231435	.049793	.2036426	.0414703	.5606779	.3143598	.4187103	.1753183	1	17414.77
1	0	.7054128	2	4	.79	.6241	0	0	1	1	0	0	1	0	0	0	0	7	1	0	0	0	0	1	0	0	0	.1245693	.2755468	13.53889	.2045722	.0418498	1.834436	3.365154	3.695398	13.65597	0	0	1	124.2186
1	0	.7878036	2	4	.56	.3136	0	0	0	1	1	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	.1232248	.2755468	13.53889	.1864796	.0347746	.8632696	.7452344	1.737708	3.019629	.0830536	.0068979	1	1374.923
1	0	.031	1	2	.53	.2809	0	1	1	0	0	1	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	.1232943	.2755468	13.53889	.0544882	.002969	.0487902	.0023805	.1079571	.0116547	.0825012	.0068065	1	34551.92
1	0	.1518468	2	4	.42	.1764	0	0	1	1	0	1	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	.1246864	.2755468	13.53889	.2311117	.0534126	.3115207	.0970451	.926439	.8582892	.463734	.2150493	1	14993.76
1	.2982567	.5483657	2	1	.56	.3136	0	1	1	0	1	1	0	0	1	0	1	4	0	0	0	0	0	1	0	0	0	.1232248	.2755468	13.53889	.1687296	.0284697	.8055201	.6488625	1.016266	1.032797	0	0	1	29013.58
1	0	.0876747	2	4	.46	.2116	0	1	1	0	1	1	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	.124214	.2755468	13.53889	.064851	.0042056	.0757566	.0057391	.184569	.0340657	.1275133	.0162596	1	31886.86
1	0	.880088	1	4	.71	.5041	0	0	0	1	0	0	0	1	0	0	1	6	0	0	0	0	0	1	0	0	0	.1244152	.2755468	13.53889	.042082	.0017709	3.166529	10.02691	3.745354	14.02768	2.833272	8.027431	1	197.3964
1	0	.0045813	1	3	.51	.2601	0	0	1	1	0	0	1	0	1	0	0	3	0	0	0	0	0	1	0	0	0	.1234894	.2755468	13.53889	.2530906	.0640549	.6506467	.4233411	3.506061	12.29246	0	0	1	217.9695
1	.2378795	.5472816	1	4	.56	.3136	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	.1232248	.2755468	13.53889	.0324672	.0010541	.2297139	.0527685	.4352114	.189409	0	0	0	30765.5
1	.3632634	.5406812	1	3	.5	.25	0	0	1	1	1	1	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	.1236335	.2755468	13.53889	.2851789	.081327	1.736916	3.016877	1.950869	3.80589	.1354046	.0183344	1	6026.361
1	.0418118	.5261324	3	2	.71	.5041	1	0	0	1	0	0	1	0	0	0	0	4	1	0	0	0	0	1	0	0	0	.1244152	.2755468	13.53889	.0610951	.0037326	.0558131	.0031151	.6352002	.4034793	.3852624	.1484271	1	3907.888
1	.2416702	.7044526	1	1	.68	.4624	0	0	1	1	0	0	1	0	0	1	0	8	0	0	0	0	0	1	0	0	0	.1242892	.2755468	13.53889	.0223484	.0004995	3.144174	9.885829	4.795117	22.99315	0	0	1	185.8301
1	0	.5	2	3	.54	.2916	0	0	0	1	1	0	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	.1232534	.2755468	13.53889	.040566	.0016456	.3364722	.1132136	1.279154	1.636236	.0907544	.0082364	1	17885.88
1	0	.6556626	2	2	.76	.5776	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	.1246579	.2755468	13.53889	.0355602	.0012645	.2117121	.044822	.6357256	.404147	0	0	1	33639.75
1	.2687854	.1189065	2	4	.46	.2116	1	1	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	.124214	.2755468	13.53889	.0723207	.0052303	.065518	.0042926	.2129412	.045344	.1225716	.0150238	1	40675.84
1	.0714009	.7046954	2	2	.8	.64	0	0	0	1	0	1	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	.124532	.2755468	13.53889	.4265741	.1819654	1.274524	1.624413	1.704202	2.904305	0	0	1	172.5697
1	0	.5078486	2	3	.59	.3481	0	0	1	1	0	0	1	0	1	1	1	5	1	0	0	0	0	1	0	0	0	.1234115	.2755468	13.53889	0	0	.7338092	.5384759	2.464108	6.071831	.3220835	.1037378	1	1253.286
1	.3672714	.5851191	2	3	.62	.3844	0	0	1	1	0	1	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	.1236511	.2755468	13.53889	.1061602	.01127	2.29714	5.276854	2.319511	5.380131	.0487902	.0023805	1	1805.636
1	.552	.248	2	3	.62	.3844	0	0	1	1	0	0	1	0	0	0	1	4	1	0	0	0	0	1	0	0	0	.1236511	.2755468	13.53889	.2484214	.0617132	.0487902	.0023805	.4094571	.1676551	.218332	.0476689	1	1054.379
1	.1281105	.5235147	1	4	.67	.4489	0	0	0	1	0	0	0	1	0	0	1	4	0	0	0	0	0	1	0	0	0	.124209	.2755468	13.53889	.0637257	.004061	.1552758	.0241106	.3701694	.1370254	0	0	1	26325.97
1	.0115854	.3439198	3	2	.75	.5625	0	0	0	1	0	0	0	1	1	0	0	4	0	0	0	0	0	1	0	0	0	.1246234	.2755468	13.53889	.0342082	.0011702	1.091715	1.191842	1.134423	1.286916	0	0	1	6432.774
1	0	.996016	1	4	.73	.5329	0	0	1	1	0	0	0	1	1	0	1	3	1	0	0	0	0	1	0	0	0	.1244974	.2755468	13.53889	.0235212	.0005532	1.612633	2.600585	1.950329	3.803782	0	0	1	8427.254
1	.3918801	.6044649	2	2	.69	.4761	0	0	1	1	0	1	0	0	1	0	0	10	0	0	0	0	0	1	0	0	0	.124359	.2755468	13.53889	.4848922	.2351205	3.068983	9.418655	4.07618	16.61525	.6931472	.480453	1	111.6113
1	.1112014	.3415562	2	4	.51	.2601	0	0	1	1	0	1	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	.1234894	.2755468	13.53889	.1612681	.0260074	.3837647	.1472753	.5192696	.269641	.1283932	.0164848	1	39835.15
1	.3785585	.3785585	2	3	.4	.16	0	0	1	1	1	1	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	.1247821	.2755468	13.53889	.2851789	.081327	.1528069	.02335	.332966	.1108664	.1988509	.0395417	1	37159.56
1	.0135685	.0440977	2	2	.52	.2704	0	0	1	1	1	0	1	0	1	0	1	13	1	0	0	0	0	1	0	0	0	.123363	.2755468	13.53889	.2275339	.0517717	.5521595	.3048801	1.222893	1.495466	.2151114	.0462729	1	11731.15
1	0	.4661883	1	4	.65	.4225	0	0	1	0	0	0	1	0	1	1	1	11	0	0	0	0	0	1	0	0	0	.1239874	.2755468	13.53889	.0264472	.0006995	1.409844	1.98766	5.107787	26.08949	1.010145	1.020393	1	133.9601
1	.0948617	.629776	2	4	.52	.2704	0	0	1	1	0	0	1	0	0	0	1	6	0	0	0	0	0	1	0	0	0	.123363	.2755468	13.53889	.1475576	.0217732	.3217211	.1035045	.643484	.4140716	.2978799	.0887324	1	5984.142
2	0	0	3	2	.76	.5776	0	0	1	1	0	0	0	1	0	0	0	7	0	0	0	0	0	1	0	0	0	.1246579	.2755468	13.53889	.0059821	.0000358	.3715636	.1380595	1.727754	2.985134	.0217615	.0004736	1	26025.75
1	.2136112	.4522224	2	3	.4	.16	1	0	1	1	0	0	1	0	1	0	0	4	0	0	0	0	0	1	0	0	0	.1247821	.2755468	13.53889	.2692635	.0725028	.5744762	.330023	1.19725	1.433408	.4697536	.2206684	1	7367
1	0	.7246377	3	2	.59	.3481	0	0	0	1	1	1	0	0	1	0	1	5	1	0	0	0	0	1	0	0	0	.1234115	.2755468	13.53889	.0423888	.0017968	.0667236	.004452	.4879663	.2381111	0	0	1	37509.8
2	0	0	3	4	.49	.2401	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	.1237656	.2755468	13.53889	.0607187	.0036868	.1345833	.0181127	.1345832	.0181126	0	0	0	30573.1
1	0	.9920635	2	2	.72	.5184	0	1	0	0	0	0	1	0	1	0	1	3	0	0	0	0	0	1	0	0	0	.1244557	.2755468	13.53889	.0167588	.0002809	.1408049	.019826	.300993	.0905968	0	0	1	46556.66
1	.3111111	.6333333	2	3	.76	.5776	0	0	1	1	0	0	0	1	0	0	0	5	1	0	0	0	0	1	0	0	0	.1246579	.2755468	13.53889	.0246926	.0006097	2.944439	8.669721	3.058707	9.355688	0	0	1	185.6858
1	.8737354	.0970817	2	4	.45	.2025	0	0	1	0	0	1	0	0	0	0	1	5	0	0	0	0	0	1	0	0	0	.1243524	.2755468	13.53889	.0295588	.0008737	.0978524	.0095751	.1721028	.0296194	.1527211	.0233237	1	36273.31
1	.1821078	.7596813	2	3	.59	.3481	0	0	0	1	0	1	0	0	1	0	0	5	0	0	0	0	0	1	0	0	0	.1234115	.2755468	13.53889	.5158132	.2660632	.967744	.9365284	2.147567	4.612045	.7626733	.5816705	1	744.7157
1	.2646662	.509946	2	3	.64	.4096	0	0	1	1	0	1	0	0	1	0	1	4	1	0	0	0	0	1	0	0	0	.1238591	.2755468	13.53889	.1663615	.0276762	.7822564	.611925	1.252077	1.567696	.1729444	.0299098	1	17971.28
1	.1022594	.8671646	1	2	.59	.3481	0	0	1	1	0	0	0	1	1	0	1	10	0	0	0	0	0	1	0	0	0	.1234115	.2755468	13.53889	.1034587	.0107037	1.603479	2.571146	2.646111	7.001901	.8821133	.7781239	1	1277.653
1	.0050135	.8725779	2	4	.44	.1936	0	0	1	1	1	0	1	0	1	0	0	5	0	0	0	0	0	1	0	0	0	.1244819	.2755468	13.53889	.4177889	.1745475	3.562397	12.69068	4.828783	23.31714	.1373242	.0188579	1	277.9407
1	.0328145	.0558734	2	3	.57	.3249	0	0	1	1	1	1	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	.1232589	.2755468	13.53889	.2029408	.041185	.2033571	.0413541	.4335405	.1879574	.2502917	.0626459	1	27833.29
1	.4645215	.453445	2	4	.49	.2401	0	0	1	1	0	1	0	0	0	1	0	7	1	0	0	0	0	1	0	0	0	.1237656	.2755468	13.53889	.3212571	.1032061	1.768122	3.126256	1.888559	3.566655	0	0	1	8524.23
1	.0014197	.9639804	1	1	.39	.1521	0	0	0	1	1	0	1	0	0	0	0	5	0	0	0	0	0	1	0	0	0	.1247209	.2755468	13.53889	.4898063	.2399102	2.282856	5.211431	2.891868	8.362903	.8376803	.7017084	1	1463.138
2	0	0	1	4	.52	.2704	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	1	0	0	0	.123363	.2755468	13.53889	.0775164	.0060088	.1097509	.0120453	.4965238	.2465359	.3954148	.1563528	1	2705.305
2	0	0	3	3	.61	.3721	0	1	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	.123571	.2755468	13.53889	.0592119	.003506	.30358	.0921608	.3035798	.0921607	0	0	0	25439.74
1	0	.9338199	1	2	.48	.2304	0	0	0	0	0	1	0	0	1	0	1	4	0	0	0	0	0	1	0	0	0	.1238977	.2755468	13.53889	.0629748	.0039658	.1868944	.0349295	.9132861	.8340916	.0468836	.0021981	1	17800.55
2	.0019937	0	1	3	.62	.3844	0	0	1	1	1	0	1	0	0	1	0	11	0	0	0	0	0	1	0	0	0	.1236511	.2755468	13.53889	.8854191	.783967	2.605595	6.789127	2.846204	8.100878	.6765096	.4576652	1	171.4561
1	.0295519	.6006036	1	1	.49	.2401	0	0	1	1	1	0	1	0	1	0	1	5	0	0	0	0	0	1	0	0	0	.1237656	.2755468	13.53889	.0174469	.0003044	.8758537	.7671196	1.922806	3.697182	.2404332	.0578081	1	732.8047
2	0	0	3	3	.57	.3249	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	.1232589	.2755468	13.53889	.1380213	.0190499	.7139297	.5096956	.7920868	.6274015	.0237165	.0005625	1	15069.6
1	.0270536	.91515	1	2	.65	.4225	0	0	0	1	0	1	0	0	0	0	0	13	1	0	0	0	0	1	0	0	0	.1239874	.2755468	13.53889	.0282959	.0008007	1.622552	2.632674	2.282484	5.209734	.8981268	.8066317	1	16079.1
1	.4581744	.4823089	1	4	.52	.2704	0	0	1	1	0	0	1	0	1	1	1	6	1	0	0	0	0	1	0	0	0	.123363	.2755468	13.53889	.3132036	.0980965	3.958858	15.67256	4.17788	17.45468	0	0	1	110.1753
2	0	0	3	3	.5	.25	0	1	1	0	1	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	.1236335	.2755468	13.53889	.0582689	.0033953	.0525924	.002766	.5031965	.2532068	.1823216	.0332412	1	41790.52
